attention,context_length,batch_size,seed,epoch,train_loss,val_loss,val_perplexity,epoch_time_sec,train_throughput_tokens_per_sec,inference_throughput_tokens_per_sec,peak_gpu_memory_mb
standard_full_attention,2048,4,42,0,7.192395390735732,6.625368483861288,753.981991568471,155.36704091899992,15151.540417296588,55613.918904183185,9679.20263671875
standard_full_attention,2048,4,42,1,6.380783627430598,6.320827420552572,556.0328751957909,154.30476381099925,15255.847854985,55085.48162785972,9679.20263671875
standard_full_attention,2048,4,42,2,6.031154981917805,6.136894861857097,462.6148552773595,155.38454955399993,15149.833151087587,54603.76380530217,9679.20263671875
standard_full_attention,2048,4,42,3,5.7726222177346544,6.043564669291178,421.3924856289457,155.30145114199968,15157.93949566883,54678.77816242332,9679.20263671875
standard_full_attention,2048,4,42,4,5.563048134247462,5.949607054392497,383.60257449524005,155.504713929,15138.126301912667,54472.26674019783,9679.20263671875
standard_full_attention,2048,4,42,5,5.389047741889954,5.879971138636271,357.7989149952042,155.43341039299958,15145.070767269364,54274.016973420104,9679.20263671875
standard_full_attention,2048,4,42,6,5.237508883078893,5.834507942199707,341.8964598333952,155.61298599199927,15127.593529508082,54488.743151126844,9679.20263671875
standard_full_attention,2048,4,42,7,5.100632571511799,5.803057543436686,331.3110106505095,155.3878277269996,15149.513539347645,54621.117370567554,9679.20263671875
standard_full_attention,2048,4,42,8,4.9748243855105505,5.786300961176554,325.8056249883625,155.43314647399984,15145.09648296784,54620.933617764575,9679.20263671875
standard_full_attention,2048,4,42,9,4.856207021408611,5.773724826176961,321.7339063712157,155.61709529200016,15127.194062984256,54183.99472929316,9679.20263671875
standard_full_attention,2048,4,42,10,4.743119950095813,5.754632488886515,315.64952149796744,155.60343587199986,15128.521981586917,54590.147423794944,9679.20263671875
standard_full_attention,2048,4,42,11,4.632796928286552,5.753717390696208,315.36080331496447,155.78991283800042,15110.413486448771,54271.2819936431,9679.20263671875
standard_full_attention,2048,4,42,12,4.531867014037238,5.751032543182373,314.51524325406535,155.74359475599977,15114.90731729957,54224.67877962085,9679.20263671875
standard_full_attention,2048,4,42,13,4.433502247764005,5.757721535364786,316.62608508933243,155.5648220790008,15132.277133994587,54298.419459672055,9679.20263671875
standard_full_attention,2048,4,42,14,4.344587763978375,5.779455407460531,323.5829215792604,155.52825772899996,15135.834698938193,54347.76659505199,9679.20263671875
