attention,context_length,batch_size,seed,epoch,train_loss,val_loss,val_perplexity,epoch_time_sec,train_throughput_tokens_per_sec,inference_throughput_tokens_per_sec,peak_gpu_memory_mb
linear_causal_attention_parallel,512,16,42,0,7.12882037179167,6.555969576681814,703.4308494384061,159.774618201,14891.076109516303,58215.66931178655,9501.49658203125
linear_causal_attention_parallel,512,16,42,1,6.239964907931299,6.218563079833984,501.9814063357676,165.76946489,14352.558847787688,57138.899987063145,9501.49658203125
linear_causal_attention_parallel,512,16,42,2,5.853594534175912,6.038499985971758,419.2636615963757,165.620106245,14365.50219621555,56731.33156192893,9501.49658203125
linear_causal_attention_parallel,512,16,42,3,5.5796991361375525,5.9133678251697175,369.9499866071286,165.732928001,14355.722961617164,56830.54944888655,9501.49658203125
linear_causal_attention_parallel,512,16,42,4,5.364924227658825,5.829216618691722,340.09215285391247,165.75120484600006,14354.140002846656,56572.70267858903,9501.49658203125
linear_causal_attention_parallel,512,16,42,5,5.182622786649723,5.766956021708827,319.5635062619092,165.7318098579999,14355.819815390465,56557.49775216875,9501.49658203125
linear_causal_attention_parallel,512,16,42,6,5.021891397299226,5.710736136282644,302.09336834036395,165.85477227399997,14345.176610712304,56791.0846829074,9501.49658203125
linear_causal_attention_parallel,512,16,42,7,4.8728636302489186,5.669362760359241,289.84977176451855,165.93318669199994,14338.397564895968,56771.722284831645,9501.49658203125
linear_causal_attention_parallel,512,16,42,8,4.73712087906513,5.647379659837292,283.5475006247363,165.83990066899992,14346.463006804861,56590.74600613717,9501.49658203125
linear_causal_attention_parallel,512,16,42,9,4.609238796627398,5.623238102082284,276.7841891757459,165.73453922099998,14355.583399712576,56576.077380071845,9501.49658203125
linear_causal_attention_parallel,512,16,42,10,4.491389749795711,5.618597584386026,275.5027428346407,165.91404867599977,14340.05148440552,56635.92899571365,9501.49658203125
linear_causal_attention_parallel,512,16,42,11,4.382356630567832,5.612502821030155,273.8287253652723,165.79049102399995,14350.738605723673,56674.008304092305,9501.49658203125
linear_causal_attention_parallel,512,16,42,12,4.280627991325667,5.622492174948415,276.57780532204157,165.8306869320004,14347.260112210764,56574.43294690652,9501.49658203125
linear_causal_attention_parallel,512,16,42,13,4.185510183937361,5.633261419111682,279.57243524591087,165.85030801100038,14345.562745908155,56643.51220320394,9501.49658203125
linear_causal_attention_parallel,512,16,42,14,4.096935800670349,5.653220576624716,285.2085242091064,165.9216562239999,14339.393989582513,56607.886964542224,9501.49658203125
