attention,context_length,batch_size,seed,epoch,train_loss,val_loss,val_perplexity,epoch_time_sec,train_throughput_tokens_per_sec,inference_throughput_tokens_per_sec,peak_gpu_memory_mb
linear_causal_attention_parallel,1024,8,42,0,7.159581442536979,6.589510726928711,727.424873414236,176.3096986989999,13449.708198119964,47864.75511483048,9505.49169921875
linear_causal_attention_parallel,1024,8,42,1,6.30066071214347,6.260279305775961,523.3650985905689,188.63861197300002,12570.671376332051,47718.140287698334,9505.49169921875
linear_causal_attention_parallel,1024,8,42,2,5.927535430316268,6.082844336827596,438.2740224671209,187.83492180999997,12624.457567047342,48142.748892193325,9505.49169921875
linear_causal_attention_parallel,1024,8,42,3,5.659776883289732,5.965283568700155,389.66350878034706,190.1367297520003,12471.625041058398,47571.38136149477,9505.49169921875
linear_causal_attention_parallel,1024,8,42,4,5.447561170314921,5.876002152760823,356.3816306067192,188.6214706290002,12571.813760609153,47528.01985198357,9505.49169921875
linear_causal_attention_parallel,1024,8,42,5,5.272779995819618,5.823632653554281,338.19838242363903,188.79251372299996,12560.423892015326,47601.273206454105,9505.49169921875
linear_causal_attention_parallel,1024,8,42,6,5.119171427036154,5.771306419372559,320.9567630060145,189.32594608599993,12525.03446581404,47439.47757865964,9505.49169921875
linear_causal_attention_parallel,1024,8,42,7,4.97998848290279,5.733626635869344,309.08818850431595,189.05404524300002,12543.048190013807,47394.445561375316,9505.49169921875
linear_causal_attention_parallel,1024,8,42,8,4.849538835985907,5.719520616531372,304.75879160661503,189.01436273499985,12545.68153280821,47536.33044713256,9505.49169921875
linear_causal_attention_parallel,1024,8,42,9,4.727390142966961,5.705957428614298,300.6531962658398,189.26208190099987,12529.260886184262,47486.484082661314,9505.49169921875
linear_causal_attention_parallel,1024,8,42,10,4.6141962626884725,5.6933822949727375,296.8961145554017,188.03993421199993,12610.693627059738,47511.779555285015,9505.49169921875
linear_causal_attention_parallel,1024,8,42,11,4.508511855684477,5.704308160146078,300.15774710601266,188.96664052899996,12548.849857105248,47649.453865863994,9505.49169921875
linear_causal_attention_parallel,1024,8,42,12,4.408546258663309,5.708404684066773,301.3898724894913,188.24670026400008,12596.842317418752,47779.40367372868,9505.49169921875
linear_causal_attention_parallel,1024,8,42,13,4.3162731877688705,5.72385884920756,306.08377812657784,187.4718700530002,12648.90566957915,47497.02209775895,9505.49169921875
linear_causal_attention_parallel,1024,8,42,14,4.229212318617722,5.741912921269734,311.660022206482,188.99974302099963,12546.65198003219,47351.21974581947,9505.49169921875
