attention,context_length,batch_size,seed,epoch,train_loss,val_loss,val_perplexity,epoch_time_sec,train_throughput_tokens_per_sec,inference_throughput_tokens_per_sec,peak_gpu_memory_mb
sliding_window_attention,2048,4,42,0,7.187587171792984,6.611882321039835,743.8819263080267,143.36097333399948,16420.4381796124,62774.37159037441,9631.20263671875
sliding_window_attention,2048,4,42,1,6.360947021179729,6.293739763895671,541.173410197815,143.01863493400015,16459.74317323292,62606.46827662886,9631.20263671875
sliding_window_attention,2048,4,42,2,5.9953362378809185,6.100493669509888,446.0779308082007,143.39383084899964,16416.67557148204,62498.45184346819,9631.20263671875
sliding_window_attention,2048,4,42,3,5.71917450428009,5.9850674311319985,397.4493208033932,143.60270184899946,16392.797417386486,62365.71358899388,9631.20263671875
sliding_window_attention,2048,4,42,4,5.4988912426763115,5.890485334396362,361.5807293591185,143.76455739500034,16374.341789486609,62475.00658933953,9631.20263671875
sliding_window_attention,2048,4,42,5,5.31701582007938,5.818176778157552,336.3582385521608,143.71180825900046,16380.35195937053,62543.40833769183,9631.20263671875
sliding_window_attention,2048,4,42,6,5.156865848435296,5.761774667104086,317.912016588759,143.76812531699943,16373.935424208055,62508.57842870279,9631.20263671875
sliding_window_attention,2048,4,42,7,5.013474073674944,5.727359135945638,307.15703637590616,143.8227135850002,16367.72065636726,62598.895312950815,9631.20263671875
sliding_window_attention,2048,4,42,8,4.88348891834418,5.711274449030558,302.25603282985804,143.77388369300024,16373.279621677279,62293.047328436136,9631.20263671875
sliding_window_attention,2048,4,42,9,4.761807748013073,5.693572457631429,296.95257847839554,143.84155422299955,16365.576781452763,62374.012769693174,9631.20263671875
sliding_window_attention,2048,4,42,10,4.646575381358464,5.68540849685669,294.53813838309486,143.88878222099993,16360.205178360575,62401.316135780755,9631.20263671875
sliding_window_attention,2048,4,42,11,4.539545728100671,5.6939128875732425,297.0536872366561,143.83575769900017,16366.236307707533,62434.74213784833,9631.20263671875
sliding_window_attention,2048,4,42,12,4.4358966706527605,5.69612185160319,297.71059342067537,143.97231172400006,16350.713354612211,62381.338341188166,9631.20263671875
sliding_window_attention,2048,4,42,13,4.339486048453384,5.708485794067383,301.41431921365637,143.8585354680008,16363.644967897115,62394.18641557398,9631.20263671875
sliding_window_attention,2048,4,42,14,4.251371088955137,5.734809573491415,309.45403689628654,143.9919366289996,16348.484888187137,62350.15382184922,9631.20263671875
