position_name,position_mode,seed,epoch,train_context_length,eval_context_length,train_batch_size,eval_batch_size,train_loss,val_loss,val_perplexity,epoch_time_sec,train_throughput_tokens_per_sec,inference_throughput_tokens_per_sec,train_peak_gpu_memory_mb,eval_peak_gpu_memory_mb
learned_absolute_reference,learned_absolute,42,0,512,512,16,16,7.1257302982291,6.554663273595994,702.5125554648334,114.522560462,20775.08562856009,80691.25491301989,7875.51708984375,8340.611328125
learned_absolute_reference,learned_absolute,42,0,512,1024,16,8,7.1257302982291,6.558138147989909,704.9579446046523,114.522560462,20775.08562856009,71054.84058089482,7875.51708984375,8342.6064453125
learned_absolute_reference,learned_absolute,42,0,512,2048,16,4,7.1257302982291,6.564752578735352,709.6362953644962,114.522560462,20775.08562856009,57541.30650749931,7875.51708984375,8344.611328125
learned_absolute_reference,learned_absolute,42,1,512,512,16,16,6.248600515712987,6.220296690540929,502.8524014415576,118.737855228,20037.552433732595,79640.52305570121,7875.51708984375,8340.611328125
learned_absolute_reference,learned_absolute,42,1,512,1024,16,8,6.248600515712987,6.2273897965749105,506.43186659984394,118.737855228,20037.552433732595,69523.05758428758,7875.51708984375,8342.6064453125
learned_absolute_reference,learned_absolute,42,1,512,2048,16,4,6.248600515712987,6.2395998477935795,512.6533305325285,118.737855228,20037.552433732595,55861.727819068714,7875.51708984375,8344.611328125
learned_absolute_reference,learned_absolute,42,2,512,512,16,16,5.860485558657302,6.0362978596841135,418.34140590017216,118.41575992600008,20092.055326814694,80482.29597473265,7875.51708984375,8340.611328125
learned_absolute_reference,learned_absolute,42,2,512,1024,16,8,5.860485558657302,6.044405110677084,421.7467901788264,118.41575992600008,20092.055326814694,69860.69806652983,7875.51708984375,8342.6064453125
learned_absolute_reference,learned_absolute,42,2,512,2048,16,4,5.860485558657302,6.062928835550944,429.63191718184856,118.41575992600008,20092.055326814694,56096.590999893495,7875.51708984375,8344.611328125
learned_absolute_reference,learned_absolute,42,3,512,512,16,16,5.581771711303606,5.908397689942391,368.11584688318294,118.57086437100008,20065.772587737883,80314.63170695778,7875.51708984375,8340.611328125
