position_name,position_mode,seed,epoch,train_context_length,eval_context_length,train_batch_size,eval_batch_size,train_loss,val_loss,val_perplexity,epoch_time_sec,train_throughput_tokens_per_sec,inference_throughput_tokens_per_sec,train_peak_gpu_memory_mb,eval_peak_gpu_memory_mb
rope,rope,42,8,512,1024,16,8,4.404016779870102,5.342913436889648,209.12108471112575,122.24354916399987,19462.91658145563,67365.90851476096,7868.51708984375,8334.6064453125
rope,rope,42,8,512,2048,16,4,4.404016779870102,5.481702216466268,240.25532606899748,122.24354916399987,19462.91658145563,54092.6225486566,7868.51708984375,8336.611328125
rope,rope,42,9,512,512,16,16,4.2709978511653,5.289627782760128,198.26961230513572,122.4955309349998,19422.880017251333,77128.99953219968,7868.51708984375,8332.611328125
rope,rope,42,9,512,1024,16,8,4.2709978511653,5.332520246505737,206.95890490054063,122.4955309349998,19422.880017251333,67221.95739854983,7868.51708984375,8334.6064453125
rope,rope,42,9,512,2048,16,4,4.2709978511653,5.479653278986613,239.7635618957922,122.4955309349998,19422.880017251333,54311.23118320912,7868.51708984375,8336.611328125
rope,rope,42,10,512,512,16,16,4.148885206668238,5.292572206066501,198.85426227866503,122.39319677999993,19439.119678168125,76810.12685115602,7868.51708984375,8332.611328125
rope,rope,42,10,512,1024,16,8,4.148885206668238,5.3476735273996985,210.1188929466009,122.39319677999993,19439.119678168125,67460.56924991474,7868.51708984375,8334.6064453125
rope,rope,42,10,512,2048,16,4,4.148885206668238,5.523494418462118,250.508892391098,122.39319677999993,19439.119678168125,54096.65886734679,7868.51708984375,8336.611328125
rope,rope,42,11,512,512,16,16,4.035488326934605,5.288469406866258,198.04007453693004,122.48079834700002,19425.21629602258,76987.36577603934,7868.51708984375,8332.611328125
rope,rope,42,11,512,1024,16,8,4.035488326934605,5.348525253931681,210.29793301836065,122.48079834700002,19425.21629602258,67118.381815237,7868.51708984375,8334.6064453125
rope,rope,42,11,512,2048,16,4,4.035488326934605,5.536880159378052,253.8846828444993,122.48079834700002,19425.21629602258,54196.31469545633,7868.51708984375,8336.611328125
rope,rope,42,12,512,512,16,16,3.9279338969397792,5.2993524920555855,200.20713228697167,113.48694820699995,20964.666312643414,76856.15867505562,8000.47119140625,8464.5654296875
rope,rope,42,12,512,1024,16,8,3.9279338969397792,5.363032706578573,213.37105803228735,113.48694820699995,20964.666312643414,65809.92755835592,8000.47119140625,8466.560546875
rope,rope,42,12,512,2048,16,4,3.9279338969397792,5.565630769729614,261.28996554183306,113.48694820699995,20964.666312643414,51690.33196915644,8000.47119140625,8468.5654296875
rope,rope,42,13,512,512,16,16,3.8271069133404603,5.316104289024107,203.58921037110397,123.12888331900001,19322.972286169213,76511.99722219662,8000.47119140625,8464.5654296875
rope,rope,42,13,512,1024,16,8,3.8271069133404603,5.388288815816243,218.82860893493034,123.12888331900001,19322.972286169213,66635.56475542075,8000.47119140625,8466.560546875
rope,rope,42,13,512,2048,16,4,3.8271069133404603,5.601408131917318,270.807471713162,123.12888331900001,19322.972286169213,54002.30075642165,8000.47119140625,8468.5654296875
rope,rope,42,14,512,512,16,16,3.733520547958584,5.340208576571557,208.55620569123775,123.8559401409999,19209.54293586126,76106.28195265731,8000.47119140625,8464.5654296875
rope,rope,42,14,512,1024,16,8,3.733520547958584,5.419594844182332,225.787624798127,123.8559401409999,19209.54293586126,66858.98273813957,8000.47119140625,8466.560546875
rope,rope,42,14,512,2048,16,4,3.733520547958584,5.649011198679606,284.0104969812113,123.8559401409999,19209.54293586126,53932.542773987974,8000.47119140625,8468.5654296875
