quant_type,bits,ppl,ppl_delta_pct,mse,cka,sds_32,sds_64,sds_128
none,—,59.79497397124051,62.242554740025625,0.0,1.0,0.0,0.0,0.0
per_tensor,8,59.65303973182656,61.85744254617005,0.02133558690547943,0.9052695631980896,0.0378790982067585,0.02996656484901905,0.024280881509184837
per_tensor,4,92.32949880646255,150.51894447569168,0.3185245096683502,0.8475376963615417,0.08938225358724594,0.10098817199468613,0.12518486380577087
per_tensor,2,2289.272270635675,6111.515065832644,1.1114543676376343,0.5191288590431213,0.6638849377632141,0.7015377879142761,0.7421807050704956
per_feature,8,61.763638864754896,67.58416124201017,0.07526689022779465,0.9364438056945801,0.06467069685459137,0.060212213546037674,0.05826578289270401
per_feature,4,63.63401337426131,72.65907504478051,0.10119409114122391,0.9192695021629333,0.0821605995297432,0.07717874646186829,0.07545150071382523
per_feature,2,109.07437024906072,195.95304271523747,0.4059000015258789,0.7965524792671204,0.2097482979297638,0.21180303394794464,0.22671207785606384
vq_256,~8b/vec,555.8788998201213,1408.2741381619874,0.5781933665275574,0.9244727492332458,0.17470629513263702,0.2352878451347351,0.3064691722393036
vq_1024,~10b/vec,400.042972004225,985.4422951162213,0.46975454688072205,0.9397934675216675,0.13775470852851868,0.1858230084180832,0.24145613610744476
